"FECHA","NRO_FACTURA","DESCRIPCION","MONTO","TIPO"
29/05/2013,"001-001-0001879","TINTAS SRL",286000,"E"
31/05/2013,"001-003-0070933","COPETROL",50000,"E"
01/06/2013,"040-003-0002348","GESTION DE SERVICIOS",100000,"E"
01/06/2013,"001-001-0001411","SION DRUMS",80000,"E"
09/06/2013,"023-039-0016540","STOCK",45900,"E"
13/06/2013,"001-001-0000891","COPETROL",50000,"E"
14/06/2013,"013-001-0000771","ECOBAR",50000,"E"
16/06/2013,"009-008-0051707","PETROSUR",50000,"E"
16/06/2013,"023-030-0037181","STOCK",95257,"E"
16/06/2013,"023-032-0038615","STOCK",504705,"E"
17/06/2013,"005-006-0114573","LOS CORRALES",50000,"E"
19/06/2013,"001-001-0008667","LAURELTY",100000,"E"
25/06/2013,"017-001-0001395","FABIOLA",50000,"E"
27/06/2013,"017-002-0275666","GRUPO BAHIA",100000,"E"
27/06/2013,"001-004-0060763","MONSERRAT",50000,"E"
29/06/2013,"023-030-0043916","STOCK",64200,"E"
30/06/2013,"001-001-0006347","MONSERRAT",100000,"E"
01/07/2013,"001-001-0000108","REBECA",1833000,"E"
02/07/2013,"005-006-0116080","LOS CORRALES",350000,"E"
03/07/2013,"023-032-0046963","STOCK",19400,"E"
06/07/2013,"001-001-0004736","MONSERRAT",100000,"E"
15/07/2013,"001-001-0001853","COPETROL",20000,"E"
17/07/2013,"001-001-0010727","COMBUSTIBLES",50000,"E"
18/07/2013,"061-003-0005166","GESTION DE SERVICIOS",50000,"E"
27/07/2013,"001-001-0001477","SION DRUMS",35000,"E"
30/07/2013,"004-001-0006242","YVERA",50000,"E"
03/08/2013,"023-030-0059524","STOCK",35700,"E"
05/08/2013,"040-003-0006699","GESTION DE SERVICIOS",100000,"E"
07/08/2013,"023-034-0059058","STOCK",73200,"E"
08/08/2013,"017-002-0285366","BAHIA SRL",100000,"E"
11/08/2013,"001-001-0009334","MONSERRAT",50000,"E"
12/08/2013,"001-001-0002798","COPETROL",100000,"E"
14/08/2013,"001-001-0001125","ABRACOMAQ",520000,"E"
14/08/2013,"001-001-0003813","COMERCIAL ARIAS",15000,"E"
14/08/2013,"001-001-0015967","EL ASTRO",23000,"E"
14/08/2013,"001-001-0033126","ELECTRO SANIFER",20000,"E"
16/08/2013,"001-001-0033143","ELECTRO SANIFER",7000,"E"
16/08/2013,"001-001-0000069","YSAPY",10000,"E"
17/08/2013,"001-001-0001372","SAUCE SRL",100000,"E"
01/09/2013,"023-038-0053541","STOCK",12100,"E"
05/09/2013,"023-046-0055318","STOCK",56600,"E"
06/09/2013,"001-001-0001234","MONSERRAT",36000,"E"
08/09/2013,"023-032-0078735","STOCK",67090,"E"
10/09/2013,"005-002-0019611","FABIOLA",50000,"E"
10/09/2013,"023-030-0076466","STOCK",46150,"E"
14/09/2013,"013-001-0004666","ECOBAR",50000,"E"
14/09/2013,"001-001-0003610","MENDOZA",30000,"E"
18/09/2013,"007-001-0004813","ECOBAR",100000,"E"
18/09/2013,"001-001-0000741","LIPPEN",67000,"E"
22/09/2013,"023-003-0014739","GESTION DE SERVICIOS",200000,"E"
25/09/2013,"001-001-0000875","GRAN AZUL Y ORO",263500,"E"
27/09/2013,"013-001-0005274","ECOBAR",100000,"E"
28/09/2013,"001-001-0028738","NOVEX",181792,"E"
28/09/2013,"023-039-0049332","STOCK",403500,"E"
28/09/2013,"023-048-0061913","STOCK",76370,"E"
29/09/2013,"005-017-0747204","ESPANA SRL",200301,"E"
29/09/2013,"023-046-0063480","STOCK",113298,"E"
30/09/2013,"001-001-0002295","CIBB",1230000,"E"
30/09/2013,"013-001-0005394","ECOBAR",390000,"E"
30/09/2013,"001-001-0092280","ECORESA",300000,"E"
02/10/2013,"004-001-0010583","YVERA",10000,"E"
07/10/2013,"001-001-0002300","CIBB",198000,"E"
13/10/2013,"001-001-0000010","COPETIN DIEGUITO",108000,"E"
13/10/2013,"001-001-0001699","REBECA",15470,"E"
13/10/2013,"023-040-0028193","STOCK",40533,"E"
20/10/2013,"023-038-0065673","STOCK",52250,"E"
22/10/2013,"001-001-0001317","CIBB (Sin copia de factura en bibliorato)",14880000,"I"
22/10/2013,"112-046-0000964","COPACO",569500,"E"
22/10/2013,"001-001-0021959","LAURELTY",200000,"E"
25/10/2013,"001-001-0014475","GRUPO VALENTINA",100000,"E"
26/10/2013,"001-001-0014604","MONSERRAT",30000,"E"
30/10/2013,"013-001-0012942","ECOBAR",100000,"E"
05/11/2013,"001-001-0004954","LIBRERÍA CFA",79050,"E"
05/11/2013,"001-001-0002794","PETROSUR",50000,"E"
06/11/2013,"001-004-0019470","LUJAN COMERCIAL",54500,"E"
06/11/2013,"001-015-0359343","SALEMMA",44800,"E"
07/11/2013,"013-001-0013422","ECOBAR",100000,"E"
07/11/2013,"001-001-0034943","ELECTRO SANIFER",58000,"E"
11/11/2013,"001-001-0015829","GRUPO VALENTINA",200000,"E"
19/11/2013,"001-001-0016750","MONSERRAT",50000,"E"
21/11/2013,"068-003-0000064","GESTION DE SERVICIOS",200000,"E"
27/11/2013,"001-001-0006759","COPETROL",40000,"E"
30/11/2013,"013-001-0015300","ECOBAR",60000,"E"
30/11/2013,"001-001-0017148","MONSERRAT",60000,"E"
30/11/2013,"001-001-0001066","PLANETA FUTBOL",225000,"E"
02/12/2013,"045-004-0043394","PETROSUR",200000,"E"
06/12/2013,"001-021-0303879","ANDE",739000,"E"
06/12/2013,"001-001-0004120","COMERCIAL SAN LORENZO",220000,"E"
06/12/2013,"001-082-0063547","MACHETAZO",249910,"E"
09/12/2013,"028-003-0037124","GESTION DE SERVICIOS",50000,"E"
10/12/2013,"003-001-0002134","EMR",50000,"E"
11/12/2013,"013-001-0006571","ECOBAR",100000,"E"
12/12/2013,"001-001-0004775","CONELEC",480000,"E"
12/12/2013,"001-001-0018474","MONSERRAT",100000,"E"
14/12/2013,"013-003-0035751","GESTION DE SERVICIOS",100000,"E"
18/12/2013,"002-001-0005879","PETROSUR",50000,"E"
21/12/2013,"001-001-0002800","REBECA",1214000,"E"
21/12/2013,"001-001-0002842","REBECA",244500,"E"
22/12/2013,"002-001-0000001","IBB",1600000,"E"
22/12/2013,"002-001-0000001","IBB",49763850,"I"
22/12/2013,"002-001-0000002","IBB",3416667,"E"
22/12/2013,"002-001-0000002","IBB",7237600,"I"
22/12/2013,"002-001-0000003","IBB",1815000,"E"
23/12/2013,"013-001-0008175","ECOBAR",200000,"E"
25/12/2013,"040-003-0014305","GESTION DE SERVICIOS",30000,"E"
26/12/2013,"005-002-0002612","LOS CORRALES",200000,"E"
28/12/2013,"001-001-0000049","CIBB",10943000,"E"
29/12/2013,"002-003-0010472","JP SERVICIOS",50000,"E"
29/12/2013,"001-005-0019522","SAMA",100065,"E"
04/01/2014,"001-001-0004642","SANTA BARBARA",90000,"E"
07/01/2014,"004-001-0017560","YVERA",100000,"E"
11/01/2014,"001-001-0020029","MONSERRAT",100000,"E"
20/01/2014,"001-021-0604960","ANDE",260000,"E"
20/01/2014,"001-002-1658663","COPACO",164475,"E"
26/01/2014,"068-003-0003592","GESTION DE SERVICIOS",200000,"E"
26/01/2014,"002-001-0000004","IBB",500000,"E"
26/01/2014,"002-001-0000004","IBB",16946250,"I"
26/01/2014,"002-001-0000005","IBB",26926308,"E"
27/01/2014,"E-70345","MUNICIPALIDAD DE SAN LORENZO",239872,"E"
27/01/2014,"E-70346","MUNICIPALIDAD DE SAN LORENZO",306594,"E"
31/01/2014,"001-001-0021421","MONSERRAT",15000,"E"
02/02/2014,"002-001-0000005","IBB",2535500,"I"
02/02/2014,"002-001-0000006","IBB",510000,"E"
02/02/2014,"002-001-0000007","IBB",671000,"E"
02/02/2014,"002-001-0000007","IBB",671000,"E"
02/02/2014,"023-035-0025910","STOCK",115999,"E"
03/02/2014,"001-065-0218849","ANDE",619000,"E"
03/02/2014,"023-029-0098645","STOCK",7500,"E"
05/02/2014,"001-002-0001633","CONELEC",380000,"E"
07/02/2014,"002-001-0000008","IBB",7925,"E"
07/02/2014,"002-001-0000009","IBB",130000,"E"
08/02/2014,"001-012-0009951","COMERCIAL SAN CAYETANO",22290,"E"
08/02/2014,"013-003-0041763","GESTION DE SERVICIOS",200000,"E"
08/02/2014,"001-001-0022016","MONSERRAT",145000,"E"
08/02/2014,"023-039-0085771","STOCK",119785,"E"
10/02/2014,"023-039-0086125","STOCK",47750,"E"
11/02/2014,"001-001-0000058","CIBB",2411300,"E"
11/02/2014,"023-028-0128621","STOCK",47400,"E"
13/02/2014,"023-039-0066615","STOCK",44360,"E"
16/02/2014,"023-031-0113729","STOCK",46006,"E"
16/02/2014,"023-035-0027982","STOCK",25000,"E"
17/02/2014,"001-001-0000922","LIPPEN",28000,"E"
18/02/2014,"013-001-0024951","ECOBAR",100000,"E"
19/02/2014,"023-040-0047862","STOCK",10500,"E"
20/02/2014,"013-001-0025169","ECOBAR",200000,"E"
22/02/2014,"002-003-0015132","JP SERVICIOS",100000,"E"
22/02/2014,"023-038-0105908","STOCK",34100,"E"
27/02/2014,"013-001-0025965","ECOBAR",200000,"E"
27/02/2014,"001-001-0003087","REBECA",130000,"E"
27/02/2014,"001-001-0003088","REBECA",35000,"E"
03/03/2014,"001-001-0048795","TINTAS SRL",51000,"E"
04/03/2014,"001-001-0048991","TINTAS SRL",421000,"E"
05/03/2014,"001-065-0530171","ANDE",311100,"E"
05/03/2014,"001-001-0049175","TINTAS SRL",14000,"E"
06/03/2014,"023-039-0092881","STOCK",17100,"E"
07/03/2014,"001-001-0049631","TINTAS SRL",63500,"E"
08/03/2014,"013-001-0027153","ECOBAR",50000,"E"
08/03/2014,"001-001-0001412","LIPPEN",360000,"E"
15/03/2014,"023-050-0031005","STOCK",110800,"E"
16/03/2014,"001-001-0024819","MONSERRAT",60000,"E"
18/03/2014,"023-032-0162617","STOCK",19000,"E"
20/03/2014,"017-002-0007349","BAHIA SRL",200000,"E"
21/03/2014,"001-001-0000180","SION DRUMS",1600000,"E"
21/03/2014,"023-029-0113775","STOCK",11200,"E"
28/03/2014,"005-002-0073208","FABIOLA",200000,"E"
01/04/2014,"001-026-0082321","BEATO ROQUE GONZALEZ",15000,"E"
01/04/2014,"001-017-0012528","COMERCIAL SAN CAYETANO",27303,"E"
04/04/2014,"005-002-0012829","LOS CORRALES",200000,"E"
05/04/2014,"011-013-0016195","ESPANA SA",58340,"E"
09/04/2014,"001-065-0867342","ANDE",279000,"E"
09/04/2014,"005-001-0001425","ARGOR SA",200000,"E"
09/04/2014,"003-001-0000705","IGBS",30000,"E"
09/04/2014,"023-029-0002584","STOCK",24750,"E"
16/04/2014,"001-001-0004143","PUMA",100000,"E"
20/04/2014,"023-050-0003115","STOCK",47790,"E"
21/04/2014,"009-002-0058508","PETROSUR",100000,"E"
25/04/2014,"002-001-0018825","PETROBRAS",185000,"E"
26/04/2014,"001-001-0002013","LIPPEN",240000,"E"
27/04/2014,"001-001-0000109","IBB",180000,"E"
27/04/2014,"002-003-0020723","JP SERVICIOS",110000,"E"
28/04/2014,"013-001-0032994","ECOBAR",130000,"E"
30/04/2014,"002-001-0000010","IBB",1500000,"E"
30/04/2014,"002-001-0000011","IBB",100000,"E"
02/05/2014,"002-001-0007110","COPETROL",100000,"E"
03/05/2014,"001-002-0079699","CHACOMER",70405,"E"
03/05/2014,"001-001-0002936","DE LA PENA",40000,"E"
03/05/2014,"001-001-0011701","FERRETERIA MONTSERRAT",14000,"E"
03/05/2014,"040-003-0000127","GESTION DE SERVICIOS",20000,"E"
03/05/2014,"001-001-0010211","MOTO BICI CARLITOS",15000,"E"
05/05/2014,"005-002-0016069","LOS CORRALES",100000,"E"
06/05/2014,"023-046-0011311","STOCK",100990,"E"
07/05/2014,"023-043-0004795","STOCK",12100,"E"
09/05/2014,"008-006-0007381","FERIA ASUNCION",102000,"E"
10/05/2014,"004-011-0024284","DIAZ E HIJOS",92599,"E"
10/05/2014,"026-003-0000766","GESTION DE SERVICIOS",100000,"E"
10/05/2014,"001-001-0002069","LIPPEN",240000,"E"
11/05/2014,"023-040-0007205","STOCK",72368,"E"
13/05/2014,"080-002-0018244","PETROSUR",100000,"E"
17/05/2014,"013-001-0036009","ECOBAR",50000,"E"
17/05/2014,"001-001-0003505","MYRIAN",37000,"E"
17/05/2014,"001-001-0273629","NOVEX",76926,"E"
17/05/2014,"003-002-0000083","SHOPPING TODO HOGAR",100350,"E"
17/05/2014,"023-034-0019056","STOCK",39090,"E"
21/05/2014,"001-001-007777","EL DORADO",100000,"E"
21/05/2014,"023-029-0016116","STOCK",27950,"E"
22/05/2014,"002-001-0005204","ENVASES PARAGUAYOS SA",38000,"E"
24/05/2014,"002-001-0000012","IBB",200000,"E"
24/05/2014,"002-001-0000013","IBB",200000,"E"
25/05/2014,"002-001-0000014","IBB",200000,"E"
25/05/2014,"002-001-0000015","IBB",125000,"E"
30/05/2014,"001-002-0016109","COPETROL",100000,"E"
01/06/2014,"023-034-0024895","STOCK",51397,"E"
02/06/2014,"002-006-0027816","MERKATON",100000,"E"
05/06/2014,"001-001-0011833","4M SA",100000,"E"
07/06/2014,"015-002-0001842","GESTION DE SERVICIOS",50001,"E"
07/06/2014,"001-001-0000877","NIPPON AMERICA",93500,"E"
08/06/2014,"001-001-0013628","ESTACION DE SERVICIOS MARISCAL",100000,"E"
08/06/2014,"002-001-0000019","IBB",200000,"E"
10/06/2014,"001-065-1519521","ANDE",324000,"E"
14/06/2014,"002-001-0000008","IBB",1540000,"I"
14/06/2014,"002-001-0000020","IBB",1540000,"E"
21/06/2014,"001-001-0005354","MONSERRAT",30000,"E"
22/06/2014,"001-047-0040165","SALEMMA",92888,"E"
24/06/2014,"001-002-3646153","COPACO",138019,"E"
25/06/2014,"001-001-0005638","MONSERRAT",100000,"E"
29/06/2014,"002-001-0000022","IBB",450000,"E"
06/07/2014,"002-001-0000010","IBB",36747400,"I"
06/07/2014,"002-001-0000011","IBB",5472000,"I"
06/07/2014,"002-001-0000023","IBB",150000,"E"
06/07/2014,"002-001-0000024","IBB",250000,"E"
07/07/2014,"001-065-1817635","ANDE",172380,"E"
28/05/2014,"005-003-0037092","ESPANA SA",74530,"E"
28/06/2014,"001-001-0030140","COPETROL",100000,"E"
02/07/2014,"001-001-0006159","MONSERRAT",100000,"E"
06/07/2014,"001-018-0053271","GUARANI",51703,"E"
06/07/2014,"002-001-0000025","IBB",90000,"E"
08/07/2014,"002-001-0008389","COPETROL",100000,"E"
10/07/2014,"001-001-0000212","CARLOS ALBERTO GONZALEZ LOPEZ",220000,"E"
10/07/2014,"023-042-0023439","STOCK",32006,"E"
11/07/2014,"001-001-00787","SAN MIGUEL",110000,"E"
12/07/2014,"001-001-0000308","SION DRUMS",40000,"E"
12/07/2014,"001-001-0005361","REBECA",98640,"E"
13/07/2014,"001-001-0003986","COPETROL",100000,"E"
14/07/2014,"001-001-0000354","AUTOSERVICE MARIA TERESA",115500,"E"
14/07/2014,"001-001-0004055","ELECTRO SANIFER",11500,"E"
15/07/2014,"001-001-0004070","ELECTRO SANIFER",10000,"E"
15/07/2014,"001-001-0068770","TINTAS SRL",35000,"E"
19/07/2014,"023-049-0023937","STOCK",47590,"E"
20/07/2014,"001-001-0007579","MONSERRAT",30000,"E"
26/07/2014,"001-001-0000738","NEW PAREJHARA MUSICAL",25000,"E"
26/07/2014,"001-001-0000477","FERRECENTRO",65000,"E"
27/07/2014,"023-035-0015358","STOCK",38300,"E"
29/07/2014,"001-001-0001015","NIPPON AMERICA",25000,"E"
02/08/2014,"001-001-0000332","SION DRUMS",50000,"E"
03/08/2014,"001-001-0008695","MONSERRAT",100000,"E"
07/08/2014,"001-001-0000757","VENTURA",36000,"E"
07/08/2014,"023-038-0043007","STOCK",36100,"E"
08/08/2014,"001-001-0000753","NEW PAREJHARA",160000,"E"
09/08/2014,"034-003-0003075","GESTION DE SERVICIOS",100000,"E"
12/08/2014,"013-005-0009678","ECOBAR",100000,"E"
16/08/2014,"001-001-0017702","LAS MELLIZAS",67500,"E"
17/08/2014,"001-001-0009726","MONSERRAT",15000,"E"
17/08/2014,"002-001-0000013","IBB",10682400,"I"
17/08/2014,"002-001-0000028","IBB",20000,"E"
17/08/2014,"002-001-0000027","IBB",2547500,"E"
19/08/2014,"011-244-34653","COPACO",53583,"E"
21/08/2014,"001-003-0000730","COPETROL",100000,"E"
22/08/2014,"001-001-0070289","TINTAS SRL",35000,"E"
24/08/2014,"001-001-0010374","MONSERRAT",100000,"E"
24/08/2014,"001-001-0010365","MONSERRAT",30000,"E"
25/08/2014,"001-001-0005962","REBECA",31690,"E"
30/08/2014,"013-005-0011817","ECOBAR",50000,"E"
30/08/2014,"068-003-0006999","GESTION DE SERVICIOS",50000,"E"
02/09/2014,"001-001-0011476","PROACTIF",117700,"E"
02/09/2014,"001-001-0011475","PROACTIF",200000,"E"
10/09/2014,"005-002-0038963","FABIOLA",100000,"E"
13/09/2014,"001-001-0002420","LIPPEN",240000,"E"
15/09/2014,"068-063-0009023","GESTION DE SERVICIOS",100000,"E"
09/12/2014,"001-001-0006166","REBECA",269000,"E"
16/09/2014,"001-001-0003394","EL TAURO",15000,"E"
16/09/2014,"001-001-000309","SAN MIGUEL",113500,"E"
17/09/2014,"002-001-0000633","SANIMAX",37654,"E"
17/09/2014,"005-002-0030871","LOS CORRALES",108000,"E"
17/09/2014,"002-001-0039441","CORPORACION MERCANTIL",23016,"E"
20/09/2014,"003-012-0051690","ZUSA",300000,"E"
20/09/2014,"013-005-0014257","ECOBAR",100000,"E"
20/09/2014,"002-001-0024821","FONOLUZ",189578,"E"
21/09/2014,"002-001-0000032","IBB",80000,"E"
21/09/2014,"002-001-0001341","RAPIDITO",15000,"E"
24/09/2014,"001-001-0082722","TINTAS SRL",287000,"E"
27/09/2014,"001-001-003906","FERRETERIA RENACER",232500,"E"
28/09/2014,"001-001-0013524","MONSERRAT",25000,"E"
29/09/2014,"040-003-0007000","GESTION DE SERVICIOS",100000,"E"
02/10/2014,"061-003-0011980","GESTION DE SERVICIOS",100000,"E"
04/10/2014,"001-001-003997","FERRETERIA RENACER",20000,"E"
04/10/2014,"002-001-0000014","IBB",18871100,"I"
04/10/2014,"002-001-0000037","IBB",1040000,"E"
04/10/2014,"002-001-0000039","IBB",200000,"E"
04/10/2014,"002-001-0000015","IBB",4542000,"I"
04/10/2014,"002-001-0000016","IBB",3080000,"I"
07/10/2014,"040-003-0007442","GESTION DE SERVICIOS",50000,"E"
09/10/2014,"001-065-2804560","ANDE",272000,"E"
09/10/2014,"001-002-0061122","COPACO",26500,"E"
09/10/2014,"005-002-0033413","LOS CORRALES",10000,"E"
11/10/2014,"068-003-0011425","GESTION DE SERVICIOS",50000,"E"
16/10/2014,"013-005-0017428","ECOBAR",50000,"E"
18/10/2014,"040-003-0008008","GESTION DE SERVICIOS",100000,"E"
23/10/2014,"001-001-0016414","COPETROL",100000,"E"
05/06/2014,"001-001-0002270","LIPPEN",240000,"E"
08/06/2014,"002-001-0000017","IBB",28834000,"E"
17/09/2014,"023-030-0070804","STOCK",68850,"E"
17/09/2014,"001-001-0000772","VENTURA",31000,"E"
24/09/2014,"001-001-0000121","CHIVATO POTY",42000,"E"
25/09/2014,"001-001-0000838","CAOE INFORMATICA",20000,"E"
27/09/2014,"001-001-0013498","MONSERRAT",100000,"E"
27/09/2014,"001-001-000690","ALQUILER DE MENAJES",150000,"E"
28/09/2014,"001-001-0013528","MONSERRAT",18800,"E"
04/10/2014,"002-001-0000036","IBB",1250000,"E"
04/10/2014,"002-01-0000040","IBB",100000,"E"
04/10/2014,"001-001-0000036","IBB",1250000,"E"
05/10/2014,"023-029-0056397","STOCK",43190,"E"
18/10/2014,"001-001-0002437","LIPPEN",240000,"E"
25/10/2014,"001-009-0012467","ALDITO 1",55000,"E"
28/10/2014,"033-003-0013477","GESTION DE SERVICIOS",100000,"E"
31/10/2014,"003-001-0010235","EMR",100000,"E"
31/10/2014,"001-001-0000036","LIPPEN",240000,"E"
02/11/2014,"023-037-0008084","STOCK",33800,"E"
06/11/2014,"002-001-020863","LUMATA SRL",100000,"E"
07/11/2014,"013-005-0020519","ECOBAR",300000,"E"
08/11/2014,"001-001-000180","LIBRERIA BAUTISTA BETEL",100000,"E"
09/11/2014,"023-034-0090007","STOCK",54300,"E"
14/11/2014,"001-001-0001410","NIPPON AMERICA",375000,"E"
16/11/2014,"001-002-0000479","MONSERRAT",15000,"E"
16/11/2014,"013-005-0021972","ECOBAR",20000,"E"
18/11/2014,"013-003-0017768","GESTION DE SERVICIOS",100000,"E"
20/11/2014,"023-042-0056766","STOCK",63650,"E"
21/11/2014,"068-003-0015766","GESTION DE SERVICIOS",100000,"E"
30/11/2014,"023-043-0041569","STOCK",26930,"E"
30/11/2014,"013-005-0024518","ECOBAR",100000,"E"
07/12/2014,"013-005-0025798","ECOBAR",100000,"E"
07/12/2014,"005-001-0000162","LOS CORRALES",105000,"E"
10/12/2014,"001-001-0047347","SAGRADA FAMILIA",200000,"E"
10/12/2014,"001-002-1216815","COPACO",81871,"E"
13/12/2014,"023-029-0078638","STOCK",171367,"E"
13/12/2014,"001-001-0005491","PRODUCTOS MYRIAM",45000,"E"
14/12/2014,"001-001-0001799","AUTOSERVICE MARIA TERESA",16900,"E"
20/12/2014,"001-001-0000837","VENTURA",29300,"E"
17/08/2014,"002-001-0000029","IBB",600000,"E"
19/08/2014,"001-065-2162673","ANDE",171000,"E"
